town,flat_type,storey_range,floor_area_sqm,flat_model,resale_price,postal_code,lease
WOODLANDS,5 ROOM,10 TO 12,113.0,Improved,740000.0,733183,1133
WOODLANDS,5 ROOM,13 TO 15,113.0,Improved,777888.0,732182,1133
WOODLANDS,5 ROOM,04 TO 06,113.0,Improved,735000.0,731184,1133
WOODLANDS,5 ROOM,01 TO 03,129.0,Improved,665000.0,730863,850
WOODLANDS,5 ROOM,04 TO 06,135.0,Model A,670000.0,730851,853
WOODLANDS,EXECUTIVE,07 TO 09,173.0,Apartment,930000.0,730128,838
WOODLANDS,EXECUTIVE,04 TO 06,145.0,Maisonette,865000.0,730893,857
WOODLANDS,EXECUTIVE,04 TO 06,172.0,Apartment,921000.0,730322,827
WOODLANDS,EXECUTIVE,04 TO 06,162.0,Apartment,900000.0,730403,841
WOODLANDS,EXECUTIVE,01 TO 03,173.0,Apartment,880000.0,730411,844
WOODLANDS,EXECUTIVE,10 TO 12,179.0,Apartment,1020000.0,730419,845
WOODLANDS,EXECUTIVE,10 TO 12,144.0,Apartment,800000.0,730868,850
WOODLANDS,EXECUTIVE,01 TO 03,147.0,Maisonette,780000.0,730867,850
YISHUN,2 ROOM,04 TO 06,48.0,2-room,325000.0,760459,1059
YISHUN,2 ROOM,04 TO 06,48.0,Model A,310000.0,760459,1059
YISHUN,2 ROOM,04 TO 06,38.0,Model A,322888.0,764462,1132
YISHUN,2 ROOM,07 TO 09,47.0,Model A,338000.0,762462,1131
YISHUN,2 ROOM,10 TO 12,47.0,Model A,350000.0,761676,1121
YISHUN,2 ROOM,10 TO 12,47.0,Model A,340000.0,760452,1047
YISHUN,2 ROOM,07 TO 09,47.0,Model A,350000.0,761469,1134
YISHUN,2 ROOM,10 TO 12,47.0,Model A,335000.0,761469,1134
YISHUN,3 ROOM,04 TO 06,67.0,Model A,425000.0,761424,1087
YISHUN,3 ROOM,13 TO 15,67.0,Model A,450000.0,761429,1087
YISHUN,3 ROOM,10 TO 12,67.0,Model A,450000.0,760442,1046
YISHUN,3 ROOM,01 TO 03,67.0,Model A,420000.0,763424,1087
YISHUN,3 ROOM,07 TO 09,67.0,DBSS,530000.0,762348,1060
YISHUN,3 ROOM,07 TO 09,68.0,Model A,470000.0,761671,1112
YISHUN,3 ROOM,10 TO 12,67.0,New Generation,420000.0,760741,716
YISHUN,3 ROOM,01 TO 03,72.0,New Generation,418000.0,760702,709
YISHUN,3 ROOM,01 TO 03,68.0,New Generation,395000.0,760101,637
YISHUN,3 ROOM,01 TO 03,67.0,New Generation,400000.0,760739,722
YISHUN,3 ROOM,07 TO 09,68.0,Model A,460000.0,762462,1131
YISHUN,3 ROOM,10 TO 12,74.0,Model A,460000.0,760304,752
YISHUN,3 ROOM,01 TO 03,74.0,Model A,420000.0,760321,753
YISHUN,3 ROOM,04 TO 06,67.0,New Generation,368000.0,760111,685
YISHUN,3 ROOM,07 TO 09,64.0,Simplified,408000.0,760243,724
YISHUN,3 ROOM,04 TO 06,67.0,New Generation,410000.0,760241,739
YISHUN,3 ROOM,10 TO 12,67.0,Model A,570000.0,761813,1116
YISHUN,3 ROOM,04 TO 06,64.0,Simplified,390000.0,760110,730
YISHUN,3 ROOM,07 TO 09,74.0,Model A,435000.0,760802,750
YISHUN,3 ROOM,01 TO 03,66.0,New Generation,370000.0,760158,727
YISHUN,3 ROOM,04 TO 06,67.0,New Generation,370000.0,760147,724
YISHUN,3 ROOM,04 TO 06,67.0,New Generation,415000.0,760150,718
YISHUN,3 ROOM,10 TO 12,74.0,Model A,420000.0,760131,717
YISHUN,3 ROOM,04 TO 06,67.0,New Generation,383888.0,760127,715
YISHUN,3 ROOM,01 TO 03,67.0,Model A,415000.0,761335,1086
YISHUN,3 ROOM,07 TO 09,67.0,Model A,455000.0,761468,1134
YISHUN,3 ROOM,07 TO 09,67.0,Model A,470000.0,761502,1112
YISHUN,3 ROOM,07 TO 09,68.0,Model A,485000.0,762504,1090
YISHUN,3 ROOM,10 TO 12,73.0,Model A,435000.0,760629,755
YISHUN,3 ROOM,01 TO 03,67.0,New Generation,408000.0,760744,711
YISHUN,3 ROOM,10 TO 12,67.0,New Generation,411000.0,760746,715
YISHUN,3 ROOM,01 TO 03,73.0,Model A,430000.0,760825,761
YISHUN,4 ROOM,10 TO 12,92.0,Model A,543000.0,763426,1078
YISHUN,4 ROOM,07 TO 09,84.0,Simplified,458000.0,760423,760
YISHUN,4 ROOM,10 TO 12,92.0,DBSS,778000.0,761348,1061
YISHUN,4 ROOM,07 TO 09,92.0,Model A,545000.0,763424,1087
YISHUN,4 ROOM,01 TO 03,93.0,Model A,540000.0,760458,1059
YISHUN,4 ROOM,07 TO 09,84.0,Simplified,472000.0,760770,736
YISHUN,4 ROOM,10 TO 12,104.0,Model A,530000.0,760771,725
YISHUN,4 ROOM,10 TO 12,93.0,Model A,620000.0,761508,1115
YISHUN,4 ROOM,07 TO 09,93.0,Model A,580000.0,761674,1122
YISHUN,4 ROOM,10 TO 12,84.0,Simplified,480088.0,760660,747
YISHUN,4 ROOM,10 TO 12,93.0,Model A,618000.0,761674,1122
YISHUN,4 ROOM,01 TO 03,104.0,Model A,500000.0,760653,740
YISHUN,4 ROOM,01 TO 03,96.0,New Generation,515000.0,760702,710
YISHUN,4 ROOM,01 TO 03,93.0,Model A,525000.0,761462,1132
YISHUN,4 ROOM,10 TO 12,84.0,Simplified,460000.0,760435,760
YISHUN,4 ROOM,04 TO 06,108.0,Model A,525000.0,760305,754
YISHUN,4 ROOM,01 TO 03,104.0,Model A,630168.0,760930,813
YISHUN,4 ROOM,10 TO 12,104.0,Model A,515000.0,760367,759
YISHUN,4 ROOM,01 TO 03,84.0,Simplified,460000.0,760120,730
YISHUN,4 ROOM,07 TO 09,105.0,Model A,530000.0,760362,762
YISHUN,4 ROOM,07 TO 09,84.0,Simplified,442888.0,760255,723
YISHUN,4 ROOM,01 TO 03,93.0,Model A,540000.0,761677,1121
YISHUN,4 ROOM,10 TO 12,98.0,New Generation,533000.0,760216,718
YISHUN,4 ROOM,10 TO 12,93.0,New Generation,555000.0,760205,716
YISHUN,4 ROOM,10 TO 12,93.0,Model A,562000.0,760453,1059
YISHUN,4 ROOM,01 TO 03,93.0,Model A,520000.0,761468,1134
YISHUN,4 ROOM,04 TO 06,93.0,Model A,575000.0,761468,1134
YISHUN,4 ROOM,10 TO 12,93.0,Model A,595000.0,761468,1134
YISHUN,4 ROOM,07 TO 09,93.0,Model A,570000.0,761468,1134
YISHUN,4 ROOM,07 TO 09,93.0,Model A,610000.0,761469,1134
YISHUN,4 ROOM,04 TO 06,93.0,Model A,588000.0,762512,1107
YISHUN,4 ROOM,07 TO 09,93.0,Model A,583000.0,761511,1107
YISHUN,4 ROOM,04 TO 06,92.0,Model A,580000.0,763502,1112
YISHUN,4 ROOM,04 TO 06,93.0,Model A,566888.0,762511,1107
YISHUN,4 ROOM,01 TO 03,104.0,Model A,520000.0,760639,747
YISHUN,4 ROOM,07 TO 09,89.0,Simplified,490000.0,760725,749
YISHUN,4 ROOM,07 TO 09,84.0,Simplified,450000.0,760722,748
YISHUN,4 ROOM,10 TO 12,84.0,Simplified,528888.0,760758,739
YISHUN,4 ROOM,07 TO 09,92.0,New Generation,530000.0,760752,708
YISHUN,4 ROOM,10 TO 12,104.0,Model A,562000.0,760756,725
YISHUN,4 ROOM,01 TO 03,104.0,Model A,540000.0,760759,724
YISHUN,4 ROOM,01 TO 03,91.0,New Generation,520000.0,760751,707
YISHUN,4 ROOM,10 TO 12,104.0,Model A,590000.0,760844,763
YISHUN,4 ROOM,04 TO 06,84.0,Simplified,470000.0,760868,750
YISHUN,5 ROOM,04 TO 06,121.0,Improved,630000.0,760785,756
YISHUN,5 ROOM,04 TO 06,113.0,Improved,700000.0,761509,1115
YISHUN,5 ROOM,10 TO 12,121.0,Improved,635000.0,760733,712
YISHUN,5 ROOM,13 TO 15,112.0,Improved,712888.0,761318,1085
YISHUN,5 ROOM,10 TO 12,135.0,Model A,800000.0,760310,837
YISHUN,5 ROOM,01 TO 03,113.0,Improved,658000.0,763676,1121
YISHUN,5 ROOM,07 TO 09,127.0,Improved,700000.0,760855,763
YISHUN,5 ROOM,07 TO 09,113.0,Improved,760000.0,763676,1121
YISHUN,5 ROOM,10 TO 12,112.0,Improved,700888.0,763335,1086
YISHUN,5 ROOM,10 TO 12,112.0,Improved,738000.0,762502,1112
YISHUN,5 ROOM,07 TO 09,121.0,Improved,670000.0,760637,748
YISHUN,5 ROOM,04 TO 06,121.0,Improved,670000.0,760647,743
YISHUN,5 ROOM,07 TO 09,122.0,Improved,680000.0,760865,754
YISHUN,5 ROOM,04 TO 06,122.0,Improved,625000.0,760821,751
YISHUN,EXECUTIVE,04 TO 06,146.0,Maisonette,800000.0,760351,759
YISHUN,EXECUTIVE,04 TO 06,142.0,Apartment,850000.0,760328,757
YISHUN,EXECUTIVE,10 TO 12,146.0,Maisonette,790000.0,760723,732
YISHUN,EXECUTIVE,10 TO 12,146.0,Maisonette,1000000.0,760826,752
YISHUN,EXECUTIVE,04 TO 06,146.0,Maisonette,1000000.0,760826,752
